Trip_ID,Driver_ID,Vehicle_ID,Trip_Date,trip_duration_min,trip_distance_km,avg_speed_kmph,max_speed_kmph,min_speed_kmph,speed_std_kmph,speed_range_kmph,harsh_accel_events,harsh_brake_events,harsh_event_rate_per_10min,speed_delta_mean_kmph,stop_count,stop_duration_min,moving_time_min,telemetry_flagged_minute_pct,any_trip_quality_flag,flag_overlap_driver,flag_overlap_vehicle,flag_non_primary_vehicle,flag_distance_vs_gps,flag_distance_vs_speed_integral,flag_has_gps_teleport,flag_has_speed_jump,optional_high_speed_time_pct,optional_accel_mag_mean_g,optional_accel_mag_std_g,optional_gyro_mag_mean_dps
T00436,D30,V30,2026-08-01,15,8.08,18.8,27.6,0.5,8.819432008490171,27.1,0,0,0.0,9.549999999999999,0,0,15,0.0,1,0,0,0,0,1,0,0,0.0,1.0114820502992659,0.03206570134215424,6.263755688955354
T00437,D30,V30,2026-08-02,31,16.49,25.2,58.0,0.0,13.641898616008785,58.0,2,3,1.6129032258064515,14.129999999999999,1,1,30,0.0,1,0,0,0,0,1,0,0,12.903225806451612,0.9998779791663904,0.03662368547001348,4.815486513567095
T00438,D30,V30,2026-08-04,43,27.75,19.5,35.7,2.7,8.639773847579582,33.0,2,2,0.9302325581395349,12.138095238095238,0,0,43,0.0,1,0,0,0,0,1,0,0,0.0,1.0243190705861314,0.09570428042415768,5.082994781711771
T00439,D30,V30,2026-07-31,39,15.57,24.0,40.0,0.0,10.508738090194896,40.0,3,1,1.0256410256410258,12.076315789473686,1,1,38,0.0,0,0,0,0,0,0,0,0,12.82051282051282,1.0094194102089216,0.09363446810328674,3.5911398535685524
T00440,D30,V30,2026-08-05,43,17.79,17.8,35.1,0.5,9.124847121703622,34.6,0,2,0.46511627906976744,8.92142857142857,0,0,43,0.0,1,0,0,0,0,1,0,0,0.0,1.005381262185868,0.040252553529968566,4.609371981779334
T00441,D30,V30,2026-08-03,39,16.95,14.3,35.1,1.6,8.157938269876446,33.5,1,0,0.25641025641025644,10.292105263157895,0,0,39,0.0,1,0,0,0,0,1,0,0,0.0,1.0064788917451142,0.037145297353963797,3.2604723705495076
T00442,D30,V30,2026-08-05,41,15.1,27.1,41.6,3.1,8.44570535979028,38.5,2,1,0.7317073170731708,9.045,0,0,41,0.0,1,0,0,0,0,1,0,0,7.317073170731707,1.0140852366014808,0.049281449142571994,6.046017708402506
T00443,D30,V30,2026-08-03,25,15.35,27.0,51.3,0.6,11.414403181945168,50.699999999999996,2,1,1.2,13.808333333333332,0,0,25,0.0,1,1,1,0,0,1,0,0,20.0,1.0035963021839265,0.03210435852337042,3.1303037400239124
T00444,D30,V30,2026-07-31,29,18.85,18.4,40.9,0.0,10.273020526549931,40.9,2,2,1.3793103448275863,13.660714285714286,1,1,28,0.0,1,0,0,0,1,1,0,0,6.896551724137931,1.0119107049806813,0.039614224185762624,3.4181349488547736
T00445,D30,V06,2026-07-31,45,24.13,20.8,40.6,0.1,9.395441082318229,40.5,0,1,0.2222222222222222,9.552272727272728,0,0,45,0.0,1,0,1,1,0,1,0,0,4.444444444444445,1.019091387128196,0.07209235091357537,4.398444196126698
T00446,D30,V30,2026-07-31,29,17.61,28.2,42.0,0.0,9.312107432132978,42.0,2,2,1.3793103448275863,9.975,1,1,28,0.0,1,0,0,0,0,1,0,0,20.689655172413794,1.0172864038650906,0.07683116992697259,4.857727579002006
T00447,D30,V30,2026-08-05,16,6.7,25.7,47.2,0.0,13.93629404349186,47.2,1,2,1.875,17.153333333333332,1,1,15,0.0,0,0,0,0,0,0,0,0,25.0,1.0221008976766623,0.07161614319736105,2.5667652526525675
T00448,D30,V30,2026-08-03,25,9.63,28.8,43.0,15.0,8.139744058220339,28.0,0,0,0.0,8.445833333333333,0,0,25,0.0,1,1,1,0,0,0,0,0,12.0,1.0435243408523724,0.15513297403834111,3.858342542061854
T00449,D30,V30,2026-08-04,32,19.35,18.0,33.6,0.0,8.917896106579281,33.6,1,0,0.3125,9.180645161290322,1,1,31,0.0,1,0,0,0,0,1,0,0,0.0,1.0031624338817011,0.03241375651475476,2.539892286108726
T00450,D30,V09,2026-07-31,22,10.57,21.9,42.5,0.6,13.661023013799143,41.9,3,4,3.1818181818181817,18.41904761904762,0,0,22,0.0,1,0,0,1,0,0,0,0,9.090909090909092,1.0088403569292064,0.0435195375286914,5.672082415084662
